flight_id,flight_date,month,season,day_of_week,airline,aircraft_type,origin_airport,destination_airport,route,distance_km,scheduled_departure,departure_delay_min,arrival_delay_min,actual_elapsed_min,scheduled_duration_min,delay_cause,cancelled,passengers_onboard,ticket_price_gbp,satisfaction_score
FL10818,2024-08-11,8,Summer,Sunday,NovaStar,Airbus A380,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,06:00,21.0,34.0,787.0,745,Late Aircraft,0,87.0,689.27,3.5
FL10614,2024-08-11,8,Summer,Sunday,AeroSwift,Boeing 737,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,09:40,7.0,0.0,428.0,430,Weather,0,319.0,412.68,3.4
FL11888,2024-08-11,8,Summer,Sunday,PolarAir,Boeing 737,Birmingham,Istanbul,Birmingham → Istanbul,2680,06:15,0.0,0.0,207.0,210,On Time,0,304.0,213.76,4.2
FL14347,2024-08-11,8,Summer,Sunday,CloudJet,Boeing 777,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,08:35,93.0,98.0,517.0,420,Late Aircraft,0,176.0,479.67,1.9
FL13095,2024-08-11,8,Summer,Sunday,CloudJet,Boeing 787,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,11:40,1.0,0.0,421.0,420,Air Traffic Control,0,357.0,394.88,3.0
FL13281,2024-08-11,8,Summer,Sunday,CloudJet,Boeing 777,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,15:50,75.0,71.0,203.0,135,Security,0,409.0,139.79,2.7
FL12678,2024-08-11,8,Summer,Sunday,NovaStar,Embraer E190,Birmingham,Istanbul,Birmingham → Istanbul,2680,13:20,8.0,16.0,233.0,210,Security,0,208.0,171.1,4.0
FL13451,2024-08-12,8,Summer,Monday,AeroSwift,Airbus A320,Birmingham,Istanbul,Birmingham → Istanbul,2680,07:30,7.0,21.0,234.0,210,Crew Availability,0,313.0,213.9,3.6
FL11969,2024-08-12,8,Summer,Monday,NovaStar,Boeing 737,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,22:50,3.0,14.0,452.0,430,Late Aircraft,0,415.0,396.36,3.7
FL13806,2024-08-12,8,Summer,Monday,PolarAir,Airbus A320,Glasgow,Dublin,Glasgow → Dublin,220,08:55,28.0,27.0,76.0,50,Crew Availability,0,348.0,58.01,4.4
FL11613,2024-08-12,8,Summer,Monday,PolarAir,Embraer E190,Manchester,Barcelona,Manchester → Barcelona,1440,17:25,12.0,21.0,149.0,130,Air Traffic Control,0,167.0,140.12,3.5
FL12523,2024-08-12,8,Summer,Monday,CloudJet,Boeing 787,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,22:25,14.0,15.0,147.0,135,Technical,0,383.0,137.78,3.8
FL10763,2024-08-12,8,Summer,Monday,PolarAir,Embraer E190,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,10:15,2.0,8.0,438.0,430,Weather,0,121.0,486.83,3.6
FL12964,2024-08-12,8,Summer,Monday,Atlantic Wings,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,18:00,281.0,274.0,1026.0,745,Late Aircraft,0,122.0,857.14,1.6
FL14192,2024-08-12,8,Summer,Monday,AeroSwift,Airbus A380,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,07:30,0.0,5.0,87.0,85,On Time,0,375.0,49.4,3.8
FL10215,2024-08-12,8,Summer,Monday,PolarAir,Boeing 787,Birmingham,Istanbul,Birmingham → Istanbul,2680,12:10,0.0,10.0,225.0,210,On Time,0,417.0,238.19,4.2
FL11075,2024-08-12,8,Summer,Monday,CloudJet,Airbus A320,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,17:25,23.0,29.0,449.0,420,Security,0,73.0,493.45,4.1
FL12820,2024-08-12,8,Summer,Monday,CloudJet,Boeing 777,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,09:05,4.0,0.0,91.0,85,Security,0,347.0,111.07,4.3
FL10200,2024-08-13,8,Summer,Tuesday,Atlantic Wings,Airbus A320,London Heathrow,Dubai,London Heathrow → Dubai,5490,09:40,99.0,106.0,521.0,415,Security,0,248.0,523.15,1.2
FL11089,2024-08-13,8,Summer,Tuesday,PolarAir,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,12:55,,,,145,Late Aircraft,1,87.0,112.88,1.6
FL13951,2024-08-13,8,Summer,Tuesday,CloudJet,Boeing 787,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,17:05,20.0,24.0,112.0,85,Air Traffic Control,0,351.0,49.0,4.1
FL12450,2024-08-13,8,Summer,Tuesday,SkyWing Air,Airbus A320,London Heathrow,Dubai,London Heathrow → Dubai,5490,06:55,3.0,9.0,431.0,415,Crew Availability,0,311.0,530.9,4.4
FL10013,2024-08-13,8,Summer,Tuesday,PolarAir,Embraer E190,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,08:30,15.0,10.0,103.0,85,Crew Availability,0,241.0,76.7,3.6
FL14289,2024-08-13,8,Summer,Tuesday,SkyWing Air,Airbus A320,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,11:40,6.0,6.0,421.0,420,Weather,0,337.0,481.31,3.1
FL12681,2024-08-13,8,Summer,Tuesday,AeroSwift,Embraer E190,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,05:00,13.0,16.0,154.0,135,Air Traffic Control,0,132.0,105.81,4.0
FL12342,2024-08-14,8,Summer,Wednesday,SkyWing Air,Airbus A320,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,09:45,30.0,28.0,165.0,135,Air Traffic Control,0,407.0,147.44,3.1
FL12356,2024-08-14,8,Summer,Wednesday,CloudJet,Airbus A320,London Heathrow,Dubai,London Heathrow → Dubai,5490,10:25,8.0,8.0,420.0,415,Crew Availability,0,150.0,385.07,3.0
FL12918,2024-08-14,8,Summer,Wednesday,PolarAir,Airbus A380,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,11:15,9.0,17.0,442.0,430,Late Aircraft,0,419.0,468.1,3.3
FL11683,2024-08-14,8,Summer,Wednesday,CloudJet,Boeing 737,Manchester,Barcelona,Manchester → Barcelona,1440,06:10,10.0,11.0,138.0,130,Weather,0,181.0,101.51,3.1
FL10878,2024-08-14,8,Summer,Wednesday,PolarAir,Boeing 787,Bristol,Malaga,Bristol → Malaga,1620,11:35,0.0,9.0,163.0,145,On Time,0,120.0,158.32,4.7
FL13744,2024-08-14,8,Summer,Wednesday,SkyWing Air,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,07:30,8.0,20.0,162.0,135,Crew Availability,0,175.0,124.3,3.1
FL12327,2024-08-14,8,Summer,Wednesday,NovaStar,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,07:20,17.0,23.0,157.0,135,Weather,0,109.0,78.98,4.2
FL11161,2024-08-14,8,Summer,Wednesday,NovaStar,Airbus A320,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,20:20,1.0,0.0,94.0,85,Late Aircraft,0,312.0,81.63,3.3
FL11738,2024-08-15,8,Summer,Thursday,Atlantic Wings,Airbus A380,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,22:40,63.0,60.0,202.0,135,Late Aircraft,0,397.0,149.03,2.2
FL10432,2024-08-15,8,Summer,Thursday,CloudJet,Boeing 777,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,06:25,182.0,195.0,634.0,430,Crew Availability,0,294.0,418.67,1.5
FL12940,2024-08-15,8,Summer,Thursday,NovaStar,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,11:50,18.0,13.0,97.0,85,Technical,0,276.0,50.27,3.5
FL10502,2024-08-15,8,Summer,Thursday,NovaStar,Boeing 777,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,15:20,0.0,4.0,159.0,145,On Time,0,322.0,135.11,4.5
FL10589,2024-08-15,8,Summer,Thursday,Atlantic Wings,Boeing 737,Manchester,Barcelona,Manchester → Barcelona,1440,20:05,75.0,79.0,206.0,130,Late Aircraft,0,325.0,172.59,3.4
FL14181,2024-08-15,8,Summer,Thursday,SkyWing Air,Airbus A380,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,10:50,10.0,20.0,158.0,135,Technical,0,94.0,165.79,4.2
FL13500,2024-08-16,8,Summer,Friday,CloudJet,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,21:35,0.0,7.0,139.0,135,On Time,0,294.0,113.77,4.9
FL12845,2024-08-16,8,Summer,Friday,AeroSwift,Airbus A380,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,16:40,0.0,8.0,448.0,430,On Time,0,346.0,435.06,3.8
FL13399,2024-08-16,8,Summer,Friday,AeroSwift,Boeing 787,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,15:25,8.0,1.0,140.0,135,Security,0,212.0,84.97,3.1
FL12773,2024-08-16,8,Summer,Friday,SkyWing Air,Boeing 777,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,10:30,,,,420,Late Aircraft,1,153.0,447.69,1.4
FL12181,2024-08-16,8,Summer,Friday,AeroSwift,Boeing 737,London Heathrow,Dubai,London Heathrow → Dubai,5490,10:15,14.0,29.0,440.0,415,Crew Availability,0,63.0,359.67,3.8
FL10173,2024-08-17,8,Summer,Saturday,Atlantic Wings,Boeing 737,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,11:25,3.0,16.0,150.0,135,Security,0,236.0,131.59,4.5
FL12644,2024-08-17,8,Summer,Saturday,SkyWing Air,Boeing 777,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,22:55,,,,420,Weather,1,405.0,524.8,1.7
FL12239,2024-08-17,8,Summer,Saturday,PolarAir,Boeing 777,Manchester,Barcelona,Manchester → Barcelona,1440,07:45,18.0,12.0,138.0,130,Weather,0,165.0,96.32,4.2
FL12245,2024-08-17,8,Summer,Saturday,AeroSwift,Airbus A320,Glasgow,Dublin,Glasgow → Dublin,220,08:40,8.0,17.0,76.0,50,Air Traffic Control,0,128.0,49.0,3.6
FL13530,2024-08-17,8,Summer,Saturday,PolarAir,Boeing 737,London Heathrow,Dubai,London Heathrow → Dubai,5490,07:45,18.0,29.0,452.0,415,Air Traffic Control,0,94.0,460.36,4.0
FL13962,2024-08-17,8,Summer,Saturday,NovaStar,Embraer E190,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,12:00,3.0,8.0,88.0,85,Crew Availability,0,88.0,116.11,4.1
FL13799,2024-08-17,8,Summer,Saturday,AeroSwift,Boeing 737,Birmingham,Istanbul,Birmingham → Istanbul,2680,22:05,,,,210,Crew Availability,1,363.0,158.17,1.4
FL13872,2024-08-18,8,Summer,Sunday,CloudJet,Airbus A380,Bristol,Malaga,Bristol → Malaga,1620,10:45,35.0,30.0,175.0,145,Air Traffic Control,0,316.0,154.35,2.5
FL12382,2024-08-18,8,Summer,Sunday,CloudJet,Embraer E190,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,16:00,21.0,30.0,455.0,430,Weather,0,184.0,443.83,4.1
FL12784,2024-08-18,8,Summer,Sunday,SkyWing Air,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,08:35,44.0,39.0,181.0,145,Crew Availability,0,,220.87,3.1
FL14642,2024-08-18,8,Summer,Sunday,Atlantic Wings,Boeing 777,Bristol,Malaga,Bristol → Malaga,1620,08:00,6.0,17.0,164.0,145,Crew Availability,0,100.0,167.33,4.2
FL12123,2024-08-19,8,Summer,Monday,NovaStar,Embraer E190,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,16:10,10.0,3.0,441.0,430,Late Aircraft,0,72.0,378.53,4.0
FL12216,2024-08-19,8,Summer,Monday,Atlantic Wings,Boeing 777,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,11:45,35.0,44.0,793.0,745,Weather,0,243.0,855.86,2.0
FL14094,2024-08-19,8,Summer,Monday,SkyWing Air,Boeing 777,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,15:55,1.0,0.0,744.0,745,Security,0,174.0,893.91,4.2
FL14240,2024-08-19,8,Summer,Monday,CloudJet,Boeing 777,Bristol,Malaga,Bristol → Malaga,1620,12:20,39.0,34.0,183.0,145,Technical,0,316.0,113.43,2.4
FL12168,2024-08-19,8,Summer,Monday,NovaStar,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,17:45,7.0,8.0,97.0,85,Technical,0,310.0,93.5,3.3
FL13909,2024-08-19,8,Summer,Monday,PolarAir,Airbus A320,Manchester,Barcelona,Manchester → Barcelona,1440,14:35,58.0,68.0,201.0,130,Security,0,268.0,108.72,2.0
FL14643,2024-08-19,8,Summer,Monday,CloudJet,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,08:55,78.0,86.0,227.0,135,Air Traffic Control,0,389.0,88.28,2.1
FL13677,2024-08-19,8,Summer,Monday,SkyWing Air,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,20:50,6.0,16.0,765.0,745,Crew Availability,0,116.0,954.35,3.7
FL11634,2024-08-19,8,Summer,Monday,Atlantic Wings,Embraer E190,Bristol,Malaga,Bristol → Malaga,1620,18:35,55.0,64.0,208.0,145,Weather,0,178.0,140.96,3.0
FL13783,2024-08-19,8,Summer,Monday,SkyWing Air,Airbus A320,Manchester,Barcelona,Manchester → Barcelona,1440,06:20,12.0,11.0,144.0,130,Security,0,301.0,170.68,4.1
FL12994,2024-08-19,8,Summer,Monday,NovaStar,Airbus A320,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,08:20,8.0,15.0,166.0,145,Security,0,418.0,155.88,3.7
FL13871,2024-08-19,8,Summer,Monday,SkyWing Air,Boeing 737,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,15:40,63.0,76.0,510.0,430,Weather,0,,470.87,2.7
FL12388,2024-08-19,8,Summer,Monday,NovaStar,Airbus A380,Bristol,Malaga,Bristol → Malaga,1620,20:35,8.0,15.0,169.0,145,Crew Availability,0,249.0,91.44,4.3
FL11149,2024-08-20,8,Summer,Tuesday,NovaStar,Embraer E190,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,06:35,0.0,0.0,749.0,745,On Time,0,145.0,727.1,4.0
FL12945,2024-08-20,8,Summer,Tuesday,AeroSwift,Boeing 777,Bristol,Malaga,Bristol → Malaga,1620,15:35,0.0,0.0,151.0,145,On Time,0,74.0,148.73,4.3
FL14423,2024-08-20,8,Summer,Tuesday,PolarAir,Airbus A320,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,08:15,,,,420,Security,1,277.0,456.14,2.3
FL11858,2024-08-20,8,Summer,Tuesday,PolarAir,Boeing 777,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,17:30,23.0,19.0,759.0,745,Crew Availability,0,250.0,810.72,4.1
FL14873,2024-08-20,8,Summer,Tuesday,PolarAir,Embraer E190,Birmingham,Istanbul,Birmingham → Istanbul,2680,16:55,18.0,20.0,232.0,210,Technical,0,331.0,224.17,4.0
FL12555,2024-08-20,8,Summer,Tuesday,CloudJet,Airbus A320,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,20:25,0.0,0.0,426.0,420,On Time,0,145.0,407.61,4.6
FL10842,2024-08-20,8,Summer,Tuesday,CloudJet,Boeing 777,Manchester,Barcelona,Manchester → Barcelona,1440,17:20,0.0,8.0,145.0,130,On Time,0,304.0,83.44,4.5
FL12022,2024-08-20,8,Summer,Tuesday,AeroSwift,Airbus A320,Birmingham,Istanbul,Birmingham → Istanbul,2680,18:45,52.0,64.0,279.0,210,Weather,0,,174.98,2.9
FL12757,2024-08-21,8,Summer,Wednesday,CloudJet,Embraer E190,Bristol,Malaga,Bristol → Malaga,1620,05:50,28.0,29.0,177.0,145,Late Aircraft,0,246.0,93.3,3.1
FL14286,2024-08-21,8,Summer,Wednesday,Atlantic Wings,Boeing 787,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,17:15,18.0,14.0,147.0,135,Technical,0,276.0,102.51,4.5
FL14267,2024-08-21,8,Summer,Wednesday,SkyWing Air,Boeing 787,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,20:15,41.0,52.0,792.0,745,Security,0,78.0,951.55,2.4
FL10613,2024-08-21,8,Summer,Wednesday,NovaStar,Embraer E190,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,05:50,0.0,0.0,143.0,145,On Time,0,152.0,116.18,4.8
FL11343,2024-08-21,8,Summer,Wednesday,Atlantic Wings,Airbus A320,Birmingham,Istanbul,Birmingham → Istanbul,2680,08:40,67.0,67.0,276.0,210,Security,0,186.0,255.52,2.7
FL10864,2024-08-21,8,Summer,Wednesday,Atlantic Wings,Boeing 777,Birmingham,Istanbul,Birmingham → Istanbul,2680,11:50,31.0,41.0,250.0,210,Air Traffic Control,0,,192.62,3.2
FL11508,2024-08-22,8,Summer,Thursday,PolarAir,Boeing 777,Manchester,Barcelona,Manchester → Barcelona,1440,08:10,21.0,24.0,152.0,130,Weather,0,333.0,159.1,3.3
FL11402,2024-08-22,8,Summer,Thursday,AeroSwift,Embraer E190,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,22:25,39.0,52.0,132.0,85,Air Traffic Control,0,297.0,49.0,3.4
FL14385,2024-08-22,8,Summer,Thursday,SkyWing Air,Airbus A380,Glasgow,Dublin,Glasgow → Dublin,220,15:55,0.0,0.0,46.0,50,On Time,0,,49.0,3.9
FL11079,2024-08-22,8,Summer,Thursday,CloudJet,Boeing 737,Bristol,Malaga,Bristol → Malaga,1620,15:45,46.0,56.0,210.0,145,Technical,0,277.0,175.93,2.3
FL13354,2024-08-22,8,Summer,Thursday,PolarAir,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,08:10,14.0,18.0,767.0,745,Air Traffic Control,0,352.0,858.61,4.1
FL14561,2024-08-22,8,Summer,Thursday,AeroSwift,Boeing 777,Glasgow,Dublin,Glasgow → Dublin,220,21:50,2.0,2.0,61.0,50,Security,0,268.0,49.0,3.1
FL13850,2024-08-23,8,Summer,Friday,SkyWing Air,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,09:55,20.0,14.0,150.0,135,Technical,0,356.0,107.12,3.1
FL11228,2024-08-23,8,Summer,Friday,NovaStar,Airbus A380,Glasgow,Dublin,Glasgow → Dublin,220,09:55,0.0,1.0,56.0,50,On Time,0,306.0,49.0,4.5
FL12259,2024-08-23,8,Summer,Friday,PolarAir,Airbus A320,Glasgow,Dublin,Glasgow → Dublin,220,09:40,1.0,10.0,68.0,50,Crew Availability,0,92.0,57.79,3.1
FL13151,2024-08-23,8,Summer,Friday,CloudJet,Embraer E190,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,22:45,27.0,32.0,459.0,420,Technical,0,237.0,493.98,4.1
FL10857,2024-08-23,8,Summer,Friday,PolarAir,Boeing 737,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,18:50,46.0,55.0,484.0,420,Air Traffic Control,0,205.0,405.35,2.2
FL13009,2024-08-23,8,Summer,Friday,AeroSwift,Boeing 787,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,08:35,31.0,43.0,183.0,135,Technical,0,350.0,92.91,2.9
FL13205,2024-08-23,8,Summer,Friday,PolarAir,Airbus A320,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,13:35,,,,135,Late Aircraft,1,393.0,103.92,1.9
FL12666,2024-08-23,8,Summer,Friday,NovaStar,Boeing 777,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,10:30,14.0,16.0,168.0,145,Security,0,,100.2,3.2
FL10134,2024-08-23,8,Summer,Friday,AeroSwift,Boeing 737,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,16:40,16.0,15.0,98.0,85,Weather,0,271.0,65.17,3.5
FL12057,2024-08-23,8,Summer,Friday,NovaStar,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,08:50,1.0,8.0,160.0,145,Air Traffic Control,0,114.0,150.21,4.1
FL13423,2024-08-23,8,Summer,Friday,CloudJet,Boeing 737,Bristol,Malaga,Bristol → Malaga,1620,12:00,34.0,30.0,180.0,145,Crew Availability,0,378.0,96.94,2.9
FL13217,2024-08-24,8,Summer,Saturday,AeroSwift,Airbus A380,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,10:50,28.0,36.0,470.0,430,Late Aircraft,0,99.0,406.1,3.5
FL14350,2024-08-24,8,Summer,Saturday,PolarAir,Boeing 737,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,12:35,3.0,0.0,755.0,745,Security,0,169.0,878.58,4.4
FL11038,2024-08-24,8,Summer,Saturday,CloudJet,Boeing 737,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,21:35,0.0,3.0,148.0,145,On Time,0,260.0,70.44,4.0
FL12156,2024-08-24,8,Summer,Saturday,PolarAir,Airbus A380,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,08:55,28.0,43.0,179.0,135,Late Aircraft,0,259.0,90.53,4.2
FL11599,2024-08-24,8,Summer,Saturday,Atlantic Wings,Boeing 777,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,08:55,7.0,16.0,154.0,135,Crew Availability,0,366.0,128.47,4.2
FL14684,2024-08-24,8,Summer,Saturday,Atlantic Wings,Airbus A380,London Heathrow,Dubai,London Heathrow → Dubai,5490,09:40,24.0,31.0,451.0,415,Late Aircraft,0,253.0,459.44,4.0
FL12278,2024-08-24,8,Summer,Saturday,AeroSwift,Boeing 737,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,15:10,0.0,0.0,429.0,420,On Time,0,380.0,378.67,4.9
FL13057,2024-08-24,8,Summer,Saturday,NovaStar,Boeing 787,Glasgow,Dublin,Glasgow → Dublin,220,21:30,15.0,30.0,82.0,50,Weather,0,284.0,49.0,4.1
FL10196,2024-08-24,8,Summer,Saturday,SkyWing Air,Airbus A320,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,09:00,0.0,4.0,428.0,420,On Time,0,381.0,510.15,4.7
FL11193,2024-08-24,8,Summer,Saturday,CloudJet,Boeing 777,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,18:05,0.0,4.0,437.0,430,On Time,0,215.0,395.14,4.4
FL11936,2024-08-24,8,Summer,Saturday,Atlantic Wings,Boeing 777,Bristol,Malaga,Bristol → Malaga,1620,09:50,0.0,0.0,155.0,145,On Time,0,181.0,110.91,3.9
FL12077,2024-08-25,8,Summer,Sunday,Atlantic Wings,Embraer E190,London Heathrow,Toronto Pearson,London Heathrow → Toronto Pearson,5730,20:05,211.0,208.0,645.0,430,Security,0,392.0,459.4,1.9
FL13769,2024-08-25,8,Summer,Sunday,Atlantic Wings,Airbus A320,Birmingham,Istanbul,Birmingham → Istanbul,2680,09:35,0.0,0.0,206.0,210,On Time,0,322.0,219.06,4.4
FL10809,2024-08-25,8,Summer,Sunday,SkyWing Air,Airbus A380,Birmingham,Istanbul,Birmingham → Istanbul,2680,08:50,8.0,0.0,218.0,210,Technical,0,303.0,244.03,3.5
FL11645,2024-08-25,8,Summer,Sunday,NovaStar,Boeing 737,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,14:15,0.0,5.0,427.0,420,On Time,0,275.0,362.88,4.4
FL10012,2024-08-25,8,Summer,Sunday,AeroSwift,Boeing 737,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,11:50,22.0,16.0,441.0,420,Weather,0,96.0,349.26,3.8
FL13444,2024-08-25,8,Summer,Sunday,PolarAir,Boeing 787,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,06:00,52.0,47.0,182.0,135,Security,0,301.0,176.48,3.1
FL14074,2024-08-25,8,Summer,Sunday,PolarAir,Boeing 737,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,06:30,25.0,29.0,167.0,135,Technical,0,185.0,128.83,3.9
FL11219,2024-08-25,8,Summer,Sunday,Atlantic Wings,Embraer E190,London Heathrow,Singapore Changi,London Heathrow → Singapore Changi,10840,11:40,,,,745,Security,1,239.0,926.44,2.5
FL11672,2024-08-25,8,Summer,Sunday,Atlantic Wings,Boeing 737,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,05:30,65.0,65.0,197.0,135,Security,0,401.0,164.28,2.2
FL10766,2024-08-26,8,Summer,Monday,NovaStar,Boeing 737,London Heathrow,Dubai,London Heathrow → Dubai,5490,11:00,0.0,3.0,427.0,415,On Time,0,254.0,343.91,4.2
FL14075,2024-08-26,8,Summer,Monday,NovaStar,Boeing 737,Manchester,Barcelona,Manchester → Barcelona,1440,06:15,18.0,33.0,160.0,130,Security,0,302.0,138.67,3.8
FL12977,2024-08-26,8,Summer,Monday,Atlantic Wings,Airbus A380,Birmingham,Istanbul,Birmingham → Istanbul,2680,09:10,0.0,0.0,206.0,210,On Time,0,178.0,172.76,3.9
FL10047,2024-08-26,8,Summer,Monday,NovaStar,Airbus A320,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,17:05,2.0,3.0,144.0,135,Technical,0,151.0,114.61,3.5
FL11439,2024-08-26,8,Summer,Monday,NovaStar,Airbus A380,London Gatwick,Rome Fiumicino,London Gatwick → Rome Fiumicino,1430,12:15,34.0,29.0,166.0,135,Crew Availability,0,288.0,83.77,2.1
FL13699,2024-08-27,8,Summer,Tuesday,Atlantic Wings,Airbus A320,Birmingham,Istanbul,Birmingham → Istanbul,2680,07:00,7.0,7.0,220.0,210,Air Traffic Control,0,97.0,298.55,3.5
FL14507,2024-08-27,8,Summer,Tuesday,SkyWing Air,Airbus A380,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,10:40,0.0,5.0,92.0,85,On Time,0,314.0,105.16,4.9
FL13544,2024-08-27,8,Summer,Tuesday,NovaStar,,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,08:50,0.0,0.0,95.0,85,On Time,0,254.0,65.12,4.7
FL13535,2024-08-27,8,Summer,Tuesday,PolarAir,Airbus A320,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,18:25,0.0,5.0,434.0,420,On Time,0,263.0,461.12,3.9
FL12540,2024-08-27,8,Summer,Tuesday,CloudJet,Embraer E190,London Heathrow,New York JFK,London Heathrow → New York JFK,5570,08:55,106.0,119.0,544.0,420,Air Traffic Control,0,294.0,449.3,2.3
FL10603,2024-08-27,8,Summer,Tuesday,NovaStar,Embraer E190,Edinburgh,Amsterdam,Edinburgh → Amsterdam,700,09:30,5.0,8.0,92.0,85,Crew Availability,0,,53.51,4.0
FL11042,2024-08-27,8,Summer,Tuesday,NovaStar,Boeing 737,London Stansted,Warsaw Chopin,London Stansted → Warsaw Chopin,1470,08:55,3.0,9.0,148.0,135,Crew Availability,0,,96.86,4.5
FL13216,2024-08-27,8,Summer,Tuesday,SkyWing Air,Embraer E190,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,08:00,,,,145,Security,1,372.0,117.45,2.0
FL14683,2024-08-28,8,Summer,Wednesday,PolarAir,Boeing 777,Leeds Bradford,Alicante,Leeds Bradford → Alicante,1590,13:15,25.0,30.0,175.0,145,Air Traffic Control,0,120.0,99.97,3.5
